#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2014-01-01 00:00:00+00:00 2014-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
JFK,2014-01-03 13:40,-73.7622,40.6386,12.20,6.80,78.51,340.00,23.00,0.01,29.94,M,0.25,29.00,VV ,M,M,M,1000.00,M,M,M,-SN BLSN,M,M,M,31.00,350.00,2014-01-03 13:15,-8.30,KJFK 031340Z 34023G29KT 1/4SM R04R/2200V3000FT -SN BLSN VV010 M11/M14 A2994 RMK AO2 PK WND 35031/1315 SFC VIS 1/2 P0001 $
JFK,2014-01-03 13:51,-73.7622,40.6386,12.02,6.98,79.79,340.00,24.00,0.01,29.95,1014.30,0.25,30.00,VV ,M,M,M,1000.00,M,M,M,-SN BLSN,M,M,M,31.00,350.00,2014-01-03 13:15,-8.90,KJFK 031351Z 34024G30KT 1/4SM R04R/1800V2600FT -SN BLSN VV010 M11/M14 A2995 RMK AO2 PK WND 35031/1315 SFC VIS 3/4 SLP143 P0001 T11111139 $
JFK,2014-01-03 14:12,-73.7622,40.6386,12.20,6.80,78.51,340.00,20.00,0.0001,29.97,M,1.00,33.00,OVC,M,M,M,1100.00,M,M,M,-SN BLSN,M,M,M,33.00,340.00,2014-01-03 14:09,-7.16,KJFK 031412Z 34020G33KT 1SM R04R/3500V5000FT -SN BLSN OVC011 M11/M14 A2997 RMK AO2 PK WND 34033/1409 SFC VIS 2 P0000 $
JFK,2014-01-03 14:40,-73.7622,40.6386,12.20,6.80,78.51,340.00,23.00,0.0001,30.00,M,2.00,27.00,BKN,BKN,M,M,1500.00,3700.00,M,M,-SN BLSN,M,M,M,33.00,340.00,2014-01-03 14:09,-8.30,KJFK 031440Z 34023G27KT 2SM R04R/3500VP6000FT -SN BLSN BKN015 BKN037 M11/M14 A3000 RMK AO2 PK WND 34033/1409 P0000 $
JFK,2014-01-03 14:51,-73.7622,40.6386,14.00,8.06,76.79,340.00,22.00,0.0001,30.00,1015.80,2.00,29.00,BKN,BKN,M,M,2100.00,3700.00,M,M,-SN BLSN,M,M,M,33.00,340.00,2014-01-03 14:09,-5.52,KJFK 031451Z 34022G29KT 2SM R04R/6000VP6000FT -SN BLSN BKN021 BKN037 M10/M13 A3000 RMK AO2 PK WND 34033/1409 SLP158 P0000 60001 T11001133 51058 $
JFK,2014-01-03 15:31,-73.7622,40.6386,14.00,6.80,72.53,330.00,17.00,0.0001,30.03,M,6.00,M,SCT,SCT,BKN,M,3200.00,4900.00,25000.00,M,BLSN,M,M,M,28.00,320.00,2014-01-03 14:59,-3.51,KJFK 031531Z 33017KT 6SM R04R/6000VP6000FT BLSN SCT032 SCT049 BKN250 M10/M14 A3003 RMK AO2 PK WND 32028/1459 SNE06 P0000 $
JFK,2014-01-03 15:51,-73.7622,40.6386,15.08,6.98,69.75,330.00,16.00,0.0001,30.04,1017.20,8.00,25.00,FEW,SCT,BKN,M,3400.00,6500.00,25000.00,M,M,M,M,M,28.00,320.00,2014-01-03 14:59,-1.64,KJFK 031551Z 33016G25KT 8SM R04R/6000VP6000FT FEW034 SCT065 BKN250 M09/M14 A3004 RMK AO2 PK WND 32028/1459 SNE06 SLP172 PRESENT WX DRSN P0000 T10941139 $
JFK,2014-01-03 16:51,-73.7622,40.6386,17.06,6.08,61.44,320.00,18.00,0.0001,30.06,1017.90,10.00,M,FEW,SCT,BKN,BKN,3600.00,5000.00,7000.00,25000.00,M,M,M,M,28.00,340.00,2014-01-03 15:59,0.08,KJFK 031651Z 32018KT 10SM FEW036 SCT050 BKN070 BKN250 M08/M14 A3006 RMK AO2 PK WND 34028/1559 SNB50E51 SLP179 PRESENT WX DRSN P0000 T10831144 $
JFK,2014-01-03 17:51,-73.7622,40.6386,17.96,5.00,56.26,320.00,16.00,0.00,30.09,1018.90,10.00,26.00,FEW,SCT,SCT,M,3800.00,7000.00,25000.00,M,M,M,M,M,26.00,310.00,2014-01-03 17:43,2.12,KJFK 031751Z 32016G26KT 10SM R04R/3000VP6000FT FEW038 SCT070 SCT250 M08/M15 A3009 RMK AO2 PK WND 31026/1743 SLP189 PRESENT WX DRSN 931007 4/008 933004 60001 T10781150 11072 21117 51030 $
JFK,2014-01-03 18:51,-73.7622,40.6386,17.96,3.92,53.54,310.00,23.00,0.00,30.15,1020.80,10.00,M,FEW,SCT,M,M,3800.00,7000.00,M,M,M,M,M,M,28.00,320.00,2014-01-03 18:49,-0.56,KJFK 031851Z 31023KT 10SM FEW038 SCT070 M08/M16 A3015 RMK AO2 PK WND 32028/1849 SLP208 PRESENT WX DRSN T10781156 $
JFK,2014-01-03 19:51,-73.7622,40.6386,17.96,3.02,51.36,310.00,19.00,0.00,30.19,1022.30,10.00,26.00,FEW,M,M,M,3800.00,M,M,M,M,M,M,M,29.00,330.00,2014-01-03 19:34,0.87,KJFK 031951Z 31019G26KT 10SM R04R/1600VP6000FT FEW038 M08/M16 A3019 RMK AO2 PK WND 33029/1934 SLP223 PRESENT WX DRSN T10781161 $
JFK,2014-01-03 20:51,-73.7622,40.6386,15.98,1.94,53.22,320.00,19.00,0.00,30.24,1024.00,10.00,M,FEW,M,M,M,3800.00,M,M,M,M,M,M,M,26.00,320.00,2014-01-03 20:15,-1.75,KJFK 032051Z 32019KT 10SM R04R/0800VP6000FT FEW038 M09/M17 A3024 RMK AO2 PK WND 32026/2015 PRESRR SLP240 PRESENT WX DRSN T10891167 51051 $
JFK,2014-01-03 21:51,-73.7622,40.6386,15.08,-0.94,48.37,320.00,17.00,0.00,30.29,1025.70,10.00,22.00,FEW,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,-2.09,KJFK 032151Z 32017G22KT 10SM FEW038 M09/M18 A3029 RMK AO2 SLP257 PRESENT WX DRSN T10941183 $
JFK,2014-01-03 22:51,-73.7622,40.6386,14.00,-2.02,48.18,320.00,14.00,0.00,30.36,1027.90,10.00,M,FEW,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,-2.04,KJFK 032251Z 32014KT 10SM R04R/4500VP6000FT FEW038 M10/M19 A3036 RMK AO2 SLP279 PRESENT WX DRSN T11001189 $
JFK,2014-01-03 23:51,-73.7622,40.6386,12.92,-2.92,48.41,330.00,14.00,0.00,30.40,1029.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-3.43,KJFK 032351Z 33014KT 10SM CLR M11/M19 A3040 RMK AO2 SLP293 4/007 T11061194 11072 21106 51053 $
JFK,2014-01-04 00:51,-73.7622,40.6386,12.92,-5.98,41.80,310.00,10.00,0.00,30.45,1031.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.96,KJFK 040051Z 31010KT 10SM CLR M11/M21 A3045 RMK AO2 SLP310 T11061211 $
JFK,2014-01-04 01:51,-73.7622,40.6386,12.02,-7.06,41.28,340.00,8.00,0.00,30.48,1031.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.50,KJFK 040151Z 34008KT 10SM R04R/6000VP6000FT CLR M11/M22 A3048 RMK AO2 SLP319 T11111217 $
JFK,2014-01-04 02:51,-73.7622,40.6386,10.04,-5.98,47.50,330.00,7.00,0.00,30.49,1032.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1.99,KJFK 040251Z 33007KT 10SM CLR M12/M21 A3049 RMK AO2 SLP322 T11221211 51029 $
JFK,2014-01-04 03:51,-73.7622,40.6386,10.04,-5.98,47.50,330.00,9.00,0.00,30.49,1032.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-3.79,KJFK 040351Z 33009KT 10SM R04R/4000VP6000FT CLR M12/M21 A3049 RMK AO2 SLP322 T11221211 $
JFK,2014-01-04 04:51,-73.7622,40.6386,10.04,-5.08,49.61,300.00,8.00,0.00,30.48,1032.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-2.94,KJFK 040451Z 30008KT 10SM CLR M12/M21 A3048 RMK AO2 SLP320 T11221206 410721128 $
JFK,2014-01-04 05:51,-73.7622,40.6386,10.04,-5.08,49.61,340.00,5.00,0.00,30.48,1032.20,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,0.32,KJFK 040551Z 34005KT 10SM FEW060 M12/M21 A3048 RMK AO2 SLP322 4/007 T11221206 11106 21133 55001 $
JFK,2014-01-04 06:51,-73.7622,40.6386,8.06,-2.92,60.12,360.00,4.00,0.00,30.51,1033.10,10.00,M,SCT,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,-0.54,KJFK 040651Z 36004KT 10SM SCT260 M13/M19 A3051 RMK AO2 SLP331 T11331194 $
JFK,2014-01-04 07:51,-73.7622,40.6386,6.98,-4.00,59.96,360.00,3.00,0.00,30.51,1033.00,10.00,M,SCT,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,0.09,KJFK 040751Z 36003KT 10SM SCT260 M14/M20 A3051 RMK AO2 SLP330 T11391200 $
JFK,2014-01-04 08:51,-73.7622,40.6386,8.06,-2.02,62.75,20.00,4.00,0.00,30.51,1033.00,10.00,M,SCT,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,-0.54,KJFK 040851Z 02004KT 10SM SCT260 M13/M19 A3051 RMK AO2 SLP330 T11331189 50008 $
JFK,2014-01-04 09:51,-73.7622,40.6386,8.96,-2.02,60.26,0.00,0.00,0.00,30.51,1033.00,10.00,M,SCT,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,8.96,KJFK 040951Z 00000KT 10SM SCT260 M13/M19 A3051 RMK AO2 SLP330 T11281189 $
JFK,2014-01-04 10:51,-73.7622,40.6386,8.96,-2.02,60.26,0.00,0.00,0.00,30.51,1033.10,10.00,M,FEW,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,8.96,KJFK 041051Z 00000KT 10SM FEW260 M13/M19 A3051 RMK AO2 SLP331 T11281189 $
JFK,2014-01-04 11:51,-73.7622,40.6386,10.04,-0.04,63.03,0.00,0.00,0.00,30.53,1033.70,10.00,M,FEW,SCT,BKN,M,6000.00,12000.00,26000.00,M,M,M,M,M,M,M,M,10.04,KJFK 041151Z 00000KT 10SM FEW060 SCT120 BKN260 M12/M18 A3053 RMK AO2 SLP337 4/007 70001 T11221178 11122 21161 53007 $
JFK,2014-01-04 12:51,-73.7622,40.6386,10.04,1.94,69.14,0.00,0.00,0.00,30.55,1034.30,10.00,M,FEW,SCT,M,M,6000.00,12000.00,M,M,M,M,M,M,M,M,M,10.04,KJFK 041251Z 00000KT 10SM FEW060 SCT120 M12/M17 A3055 RMK AO2 SLP343 T11221167 $
JFK,2014-01-04 13:51,-73.7622,40.6386,15.08,6.98,69.75,240.00,7.00,0.00,30.55,1034.30,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,4.15,KJFK 041351Z 24007KT 10SM FEW060 M09/M14 A3055 RMK AO2 SLP343 T10941139 $
JFK,2014-01-04 14:51,-73.7622,40.6386,17.96,8.06,64.65,250.00,7.00,0.00,30.55,1034.40,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,7.67,KJFK 041451Z 25007KT 10SM FEW060 M08/M13 A3055 RMK AO2 SLP344 T10781133 51007 $
JFK,2014-01-04 15:51,-73.7622,40.6386,19.94,1.94,44.88,230.00,9.00,0.00,30.53,1033.60,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,8.52,KJFK 041551Z 23009KT 10SM FEW060 M07/M17 A3053 RMK AO2 SLP336 T10671167 $
JFK,2014-01-04 16:51,-73.7622,40.6386,21.92,3.02,43.38,220.00,9.00,0.00,30.49,1032.30,10.00,M,FEW,SCT,M,M,6000.00,28000.00,M,M,M,M,M,M,M,M,M,10.98,KJFK 041651Z 22009KT 10SM FEW060 SCT280 M06/M16 A3049 RMK AO2 SLP323 T10561161 $
JFK,2014-01-04 17:51,-73.7622,40.6386,23.00,1.04,37.81,230.00,11.00,0.00,30.46,1031.20,10.00,M,FEW,M,M,M,30000.00,M,M,M,M,M,M,M,M,M,M,11.09,KJFK 041751Z 23011KT 10SM FEW300 M05/M17 A3046 RMK AO2 SLP312 4/007 933004 T10501172 11050 21128 58032 $
JFK,2014-01-04 18:51,-73.7622,40.6386,24.08,3.02,39.62,230.00,6.00,0.00,30.44,1030.70,10.00,M,FEW,M,M,M,30000.00,M,M,M,M,M,M,M,M,M,M,15.99,KJFK 041851Z 23006KT 10SM FEW300 M04/M16 A3044 RMK AO2 SLP307 T10441161 $
JFK,2014-01-04 19:51,-73.7622,40.6386,24.08,1.94,37.68,220.00,8.00,0.00,30.41,1029.70,10.00,M,FEW,SCT,M,M,21000.00,26000.00,M,M,M,M,M,M,M,M,M,14.36,KJFK 041951Z 22008KT 10SM FEW210 SCT260 M04/M17 A3041 RMK AO2 SLP297 T10441167 $
JFK,2014-01-04 20:51,-73.7622,40.6386,24.98,3.02,38.16,230.00,5.00,0.00,30.40,1029.20,10.00,M,FEW,SCT,M,M,21000.00,26000.00,M,M,M,M,M,M,M,M,M,18.06,KJFK 042051Z 23005KT 10SM FEW210 SCT260 M04/M16 A3040 RMK AO2 SLP292 T10391161 56020 $
JFK,2014-01-04 21:51,-73.7622,40.6386,26.06,5.00,39.96,260.00,3.00,0.00,30.37,1028.40,10.00,M,FEW,SCT,SCT,M,5000.00,21000.00,25000.00,M,M,M,M,M,M,M,M,21.90,KJFK 042151Z 26003KT 10SM FEW050 SCT210 SCT250 M03/M15 A3037 RMK AO2 SLP284 T10331150 $
JFK,2014-01-04 22:51,-73.7622,40.6386,24.98,6.98,45.74,250.00,5.00,0.00,30.36,1028.10,10.00,M,FEW,BKN,M,M,21000.00,26000.00,M,M,M,M,M,M,M,M,M,18.06,KJFK 042251Z 25005KT 10SM FEW210 BKN260 M04/M14 A3036 RMK AO2 SLP281 T10391139 $
JFK,2014-01-04 23:51,-73.7622,40.6386,26.96,12.92,54.95,220.00,11.00,0.00,30.36,1028.10,10.00,M,FEW,BKN,M,M,22000.00,26000.00,M,M,M,M,M,M,M,M,M,16.10,KJFK 042351Z 22011KT 10SM FEW220 BKN260 M03/M11 A3036 RMK AO2 SLP281 4/007 T10281106 11028 21056 56012 $
JFK,2014-01-05 00:51,-73.7622,40.6386,28.94,15.98,57.92,240.00,13.00,0.00,30.37,1028.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.65,KJFK 050051Z 24013KT 10SM CLR M02/M09 A3037 RMK AO2 SLP282 T10171089 $
JFK,2014-01-05 01:51,-73.7622,40.6386,28.04,15.98,60.09,240.00,11.00,0.00,30.36,1027.90,10.00,M,FEW,BKN,M,M,22000.00,26000.00,M,M,M,M,M,M,M,M,M,17.46,KJFK 050151Z 24011KT 10SM FEW220 BKN260 M02/M09 A3036 RMK AO2 SLP279 T10221089 $
JFK,2014-01-05 02:51,-73.7622,40.6386,30.02,17.96,60.38,240.00,10.00,0.00,30.35,1027.60,10.00,M,SCT,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,20.49,KJFK 050251Z 24010KT 10SM SCT260 M01/M08 A3035 RMK AO2 SLP276 T10111078 58004 $
JFK,2014-01-05 03:51,-73.7622,40.6386,28.04,17.96,65.47,240.00,10.00,0.00,30.34,1027.30,10.00,M,FEW,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,18.00,KJFK 050351Z 24010KT 10SM FEW260 M02/M08 A3034 RMK AO2 SLP273 T10221078 $
JFK,2014-01-05 04:51,-73.7622,40.6386,26.96,17.96,68.44,240.00,9.00,0.00,30.33,1026.90,10.00,M,FEW,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,17.25,KJFK 050451Z 24009KT 10SM FEW260 M03/M08 A3033 RMK AO2 SLP269 T10281078 410061161 $
JFK,2014-01-05 05:51,-73.7622,40.6386,26.06,17.06,68.33,230.00,9.00,0.00,30.30,1026.00,10.00,M,FEW,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,16.13,KJFK 050551Z 23009KT 10SM FEW260 M03/M08 A3030 RMK AO2 SLP260 T10331083 11006 21039 58017 $
JFK,2014-01-05 06:51,-73.7622,40.6386,24.98,17.96,74.29,230.00,7.00,0.00,30.31,1026.20,10.00,M,FEW,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,16.22,KJFK 050651Z 23007KT 10SM FEW260 M04/M08 A3031 RMK AO2 SLP262 T10391078 $
JFK,2014-01-05 07:51,-73.7622,40.6386,28.04,21.02,74.61,270.00,5.00,0.00,30.32,1026.60,10.00,M,FEW,SCT,M,M,3500.00,26000.00,M,M,M,M,M,M,M,M,M,21.69,KJFK 050751Z 27005KT 10SM FEW035 SCT260 M02/M06 A3032 RMK AO2 SLP266 T10221061 $
JFK,2014-01-05 08:51,-73.7622,40.6386,26.06,19.94,77.32,340.00,3.00,0.00,30.30,1026.10,10.00,M,SCT,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,21.90,KJFK 050851Z 34003KT 10SM SCT041 M03/M07 A3030 RMK AO2 SLP261 T10331067 50001 $
JFK,2014-01-05 09:34,-73.7622,40.6386,26.60,21.20,79.77,250.00,3.00,0.00,30.30,M,10.00,M,BKN,OVC,M,M,2800.00,3300.00,M,M,M,M,M,M,M,M,M,22.52,KJFK 050934Z 25003KT 10SM BKN028 OVC033 M03/M06 A3030 RMK AO2 $
JFK,2014-01-05 09:51,-73.7622,40.6386,28.04,21.92,77.50,230.00,3.00,0.00,30.30,1026.10,10.00,M,BKN,BKN,M,M,2600.00,3300.00,M,M,M,M,M,M,M,M,M,24.16,KJFK 050951Z 23003KT 10SM BKN026 BKN033 M02/M06 A3030 RMK AO2 SLP261 T10221056 $
JFK,2014-01-05 10:51,-73.7622,40.6386,28.94,23.00,78.18,240.00,5.00,0.00,30.31,1026.20,10.00,M,BKN,OVC,M,M,2200.00,2800.00,M,M,M,M,M,M,M,M,M,22.76,KJFK 051051Z 24005KT 10SM BKN022 OVC028 M02/M05 A3031 RMK AO2 SLP262 T10171050 $
JFK,2014-01-05 11:51,-73.7622,40.6386,30.02,24.08,78.27,0.00,0.00,0.0001,30.30,1026.00,9.00,M,FEW,OVC,M,M,1800.00,2900.00,M,M,UP,M,M,M,M,M,M,30.02,KJFK 051151Z 00000KT 9SM UP FEW018 OVC029 M01/M04 A3030 RMK AO2 UPB48 CIG 021 W SLP260 4/006 P0000 60000 T10111044 11011 21050 58000 $
JFK,2014-01-05 12:05,-73.7622,40.6386,30.20,24.80,80.07,200.00,3.00,0.0001,30.31,M,10.00,M,FEW,BKN,OVC,M,1800.00,2600.00,3100.00,M,-FZRA,M,M,M,M,M,M,26.63,KJFK 051205Z 20003KT 10SM -FZRA FEW018 BKN026 OVC031 M01/M04 A3031 RMK AO2 UPE03FZRAB04 P0000 $
JFK,2014-01-05 12:28,-73.7622,40.6386,30.20,24.80,80.07,0.00,0.00,0.0001,30.32,M,10.00,M,SCT,BKN,M,M,1800.00,3300.00,M,M,-FZRA,M,M,M,M,M,M,30.20,KJFK 051228Z 00000KT 10SM -FZRA SCT018 BKN033 M01/M04 A3032 RMK AO2 UPE03FZRAB04 P0000 $
JFK,2014-01-05 12:51,-73.7622,40.6386,30.92,26.06,81.95,0.00,0.00,0.0001,30.33,1026.90,5.00,M,SCT,BKN,BKN,M,1800.00,3100.00,6000.00,M,-FZRA,M,M,M,M,M,M,30.92,KJFK 051251Z 00000KT 5SM -FZRA SCT018 BKN031 BKN060 M01/M03 A3033 RMK AO2 UPE03FZRAB04 SLP269 P0000 T10061033 $
JFK,2014-01-05 13:51,-73.7622,40.6386,30.92,26.96,85.05,190.00,3.00,0.02,30.33,1027.00,5.00,M,FEW,BKN,BKN,M,2000.00,3000.00,6000.00,M,-FZRA BR,M,M,M,M,M,M,27.45,KJFK 051351Z 19003KT 5SM -FZRA BR FEW020 BKN030 BKN060 M01/M03 A3033 RMK AO2 SLP270 P0002 T10061028 $
JFK,2014-01-05 14:37,-73.7622,40.6386,32.00,28.40,86.39,0.00,0.00,0.0001,30.34,M,5.00,M,BKN,OVC,M,M,1400.00,2400.00,M,M,-FZRA BR,M,M,M,M,M,M,32.00,KJFK 051437Z 00000KT 5SM -FZRA BR BKN014 OVC024 00/M02 A3034 RMK AO2 P0000 $
JFK,2014-01-05 14:51,-73.7622,40.6386,32.00,28.94,88.32,0.00,0.00,0.0001,30.34,1027.20,4.00,M,BKN,OVC,M,M,1400.00,2400.00,M,M,-FZRA BR,M,M,M,M,M,M,32.00,KJFK 051451Z 00000KT 4SM -FZRA BR BKN014 OVC024 00/M02 A3034 RMK AO2 SLP272 P0000 60002 T00001017 51012 $
JFK,2014-01-05 15:51,-73.7622,40.6386,32.00,30.02,92.29,0.00,0.00,0.04,30.31,1026.30,3.00,M,FEW,OVC,M,M,1200.00,2000.00,M,M,-FZRA BR,M,M,M,M,M,M,32.00,KJFK 051551Z 00000KT 3SM -FZRA BR FEW012 OVC020 00/M01 A3031 RMK AO2 SLP263 P0004 T00001011 $
JFK,2014-01-05 16:00,-73.7622,40.6386,33.80,30.20,86.49,0.00,0.00,0.00,30.31,M,4.00,M,FEW,SCT,OVC,M,700.00,1100.00,2000.00,M,-RA BR,M,M,M,M,M,M,33.80,KJFK 051600Z 00000KT 4SM -RA BR FEW007 SCT011 OVC020 01/M01 A3031
JFK,2014-01-05 16:51,-73.7622,40.6386,33.08,30.02,88.37,20.00,3.00,0.01,30.27,1024.90,9.00,M,BKN,OVC,M,M,900.00,1800.00,M,M,M,M,M,M,M,M,M,29.92,KJFK 051651Z 02003KT 9SM BKN009 OVC018 01/M01 A3027 RMK AO2 RAB00E27FZRAE00 SLP249 P0001 T00061011 $
JFK,2014-01-05 17:30,-73.7622,40.6386,33.80,30.20,86.49,30.00,4.00,0.00,30.24,M,5.00,M,SCT,OVC,M,M,700.00,1800.00,M,M,BR,M,M,M,M,M,M,29.52,KJFK 051730Z 03004KT 5SM BR SCT007 OVC018 01/M01 A3024 RMK AO2 $
JFK,2014-01-05 17:51,-73.7622,40.6386,33.98,30.02,85.24,20.00,4.00,0.0001,30.23,1023.60,5.00,M,SCT,OVC,M,M,500.00,1800.00,M,M,-DZ BR,M,M,M,M,M,M,29.73,KJFK 051751Z 02004KT 5SM -DZ BR SCT005 OVC018 01/M01 A3023 RMK AO2 DZB48 SLP236 SCT V BKN 4/006 933002 P0000 60007 T00111011 10011 21011 58037 $
JFK,2014-01-05 18:51,-73.7622,40.6386,33.98,30.92,88.42,60.00,7.00,0.0001,30.20,1022.70,6.00,M,FEW,OVC,M,M,900.00,1800.00,M,M,BR,M,M,M,M,M,M,27.19,KJFK 051851Z 06007KT 6SM BR FEW009 OVC018 01/M01 A3020 RMK AO2 DZE20 SLP227 P0000 T00111006 $
JFK,2014-01-05 19:51,-73.7622,40.6386,35.06,30.92,84.69,30.00,6.00,0.00,30.19,1022.10,7.00,M,FEW,OVC,M,M,900.00,1800.00,M,M,M,M,M,M,M,M,M,29.22,KJFK 051951Z 03006KT 7SM FEW009 OVC018 02/M01 A3019 RMK AO2 SLP221 T00171006 $
JFK,2014-01-05 20:51,-73.7622,40.6386,35.96,32.00,85.37,10.00,5.00,0.00,30.18,1021.80,7.00,M,FEW,OVC,M,M,800.00,1600.00,M,M,M,M,M,M,M,M,M,31.10,KJFK 052051Z 01005KT 7SM FEW008 OVC016 02/00 A3018 RMK AO2 SLP218 60000 T00220000 56018 $
JFK,2014-01-05 21:26,-73.7622,40.6386,35.60,32.00,86.59,60.00,6.00,0.00,30.15,M,5.00,M,OVC,M,M,M,1400.00,M,M,M,BR,M,M,M,M,M,M,29.87,KJFK 052126Z 06006KT 5SM BR OVC014 02/00 A3015 RMK AO2 $
JFK,2014-01-05 21:51,-73.7622,40.6386,37.04,33.08,85.43,80.00,5.00,0.00,30.14,1020.50,6.00,M,OVC,M,M,M,1100.00,M,M,M,BR,M,M,M,M,M,M,32.38,KJFK 052151Z 08005KT 6SM BR OVC011 03/01 A3014 RMK AO2 SLP205 T00280006 $
JFK,2014-01-05 22:51,-73.7622,40.6386,39.02,35.06,85.55,70.00,8.00,0.00,30.10,1019.30,7.00,M,OVC,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,32.76,KJFK 052251Z 07008KT 7SM OVC008 04/02 A3010 RMK AO2 SLP193 T00390017 $
JFK,2014-01-05 23:51,-73.7622,40.6386,39.02,35.06,85.55,50.00,5.00,0.00,30.07,1018.10,3.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,34.73,KJFK 052351Z 05005KT 3SM BR OVC004 04/02 A3007 RMK AO2 SFC VIS 6 PRESFR SLP181 4/005 60000 T00390017 10039 20011 56037 $
JFK,2014-01-05 23:54,-73.7622,40.6386,37.40,35.60,93.14,60.00,5.00,0.00,30.07,M,2.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,32.81,KJFK 052354Z 06005KT 2SM BR OVC004 03/02 A3007
JFK,2014-01-06 00:35,-73.7622,40.6386,39.20,35.60,86.79,30.00,5.00,0.00,30.03,M,0.50,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,34.95,KJFK 060035Z 03005KT 1/2SM BR OVC003 04/02 A3003 RMK AO2 SFC VIS 3 $
JFK,2014-01-06 00:51,-73.7622,40.6386,39.02,35.96,88.66,60.00,5.00,0.0001,30.01,1016.30,0.50,M,OVC,M,M,M,300.00,M,M,M,-DZ BR,M,M,M,M,M,M,34.73,KJFK 060051Z 06005KT 1/2SM -DZ BR OVC003 04/02 A3001 RMK AO2 SFC VIS 1 1/2 DZB47 PRESFR SLP163 P0000 T00390022 $
JFK,2014-01-06 01:51,-73.7622,40.6386,44.96,42.98,92.72,110.00,9.00,0.0001,29.98,1015.10,0.12,M,VV ,M,M,M,200.00,M,M,M,-DZ BR,M,M,M,M,M,M,39.63,KJFK 060151Z 11009KT 1/8SM R04R/2000V2600FT -DZ BR VV002 07/06 A2998 RMK AO2 SFC VIS 1 SLP151 P0000 T00720061 $
JFK,2014-01-06 02:04,-73.7622,40.6386,44.60,42.80,93.35,120.00,10.00,0.0001,29.97,M,0.12,M,VV ,M,M,M,200.00,M,M,M,-DZ BR,M,M,M,M,M,M,38.77,KJFK 060204Z 12010KT 1/8SM R04R/1600V2000FT -DZ BR VV002 07/06 A2997 RMK AO2 SFC VIS 3/4 P0000 $
JFK,2014-01-06 02:33,-73.7622,40.6386,46.40,44.60,93.40,140.00,13.00,0.0001,29.95,M,0.00,M,VV ,M,M,M,100.00,M,M,M,-DZ FG,M,M,M,M,M,M,40.02,KJFK 060233Z 14013KT 0SM R04R/1200FT -DZ FG VV001 08/07 A2995 RMK AO2 SFC VIS 1/16 P0000 $
JFK,2014-01-06 02:51,-73.7622,40.6386,48.02,46.04,92.81,140.00,16.00,0.01,29.93,1013.30,0.00,M,VV ,M,M,M,100.00,M,M,M,-DZ FG,M,M,M,M,M,M,41.30,KJFK 060251Z 14016KT 0SM R04R/1000V1400FT -DZ FG VV001 09/08 A2993 RMK AO2 PRESFR SLP133 P0001 60001 T00890078 57048 $
